NUMBER,TILE_ID,RA,DEC,MAG_AUTO_56,sglc_prob_star
1757,2520,261.0696421552652,65.54795151864967,22.462273,0.0
1761,2520,260.36027456179113,65.54859757137984,21.177074,1.0
1764,2520,260.3928603285163,65.54857925548632,21.963955,0.0
1767,2520,260.05327940198396,65.54800299076777,22.106571,0.0
1770,2520,261.16711110532714,65.54581058469304,19.435867,1.0
1776,2520,261.0182528293166,65.54475882605068,17.444803,1.0
1778,2520,261.17010436000504,65.54844393531774,22.421974,0.0
1786,2520,260.79073126660876,65.54734866246943,21.125431,0.0
1789,2520,261.0114742786865,65.54837252827491,20.002691,1.0
1797,2520,260.85053058917447,65.54953674426461,22.12209,1.0
1803,2520,260.07373404588367,65.54873694504417,20.15123,1.0
1808,2520,260.79710779707085,65.5480696008014,18.624392,1.0
1819,2520,260.97591165457544,65.54971901211069,20.965828,1.0
1822,2520,260.78520358403256,65.54922983832378,20.317787,0.0
1823,2520,261.0713978364807,65.54970860738922,21.224606,0.0
1824,2520,260.57816220352487,65.5504784115305,22.260208,1.0
1825,2520,260.5618608540396,65.55050418248196,22.172289,0.0
1827,2520,261.0860830636957,65.54975852285024,21.999514,0.0
1844,2520,260.54197115209394,65.55106442658582,22.464127,0.998
1845,2520,260.6158882021463,65.55109291027696,22.185448,1.0
1852,2520,260.8540905578217,65.55107752017909,22.316479,1.0
1854,2520,260.14978957271643,65.5506406518879,21.21537,0.0
1857,2520,261.1655977653481,65.5483342171199,18.512897,1.0
1880,2520,260.209585056806,65.55149575679542,22.205805,0.0
1881,2520,260.76717368207636,65.54873787824812,18.602432,1.0
1885,2520,260.61669135142387,65.55207829425184,22.36196,0.0
1898,2520,260.4965068404933,65.5517857947935,21.20933,0.0
1899,2520,260.4552813324145,65.55177062769157,20.209305,1.0
1913,2520,260.540792161427,65.54883433905127,17.241518,1.0
1926,2520,260.8054459665986,65.55289743200711,21.652367,1.0
1930,2520,260.1392467098064,65.55250239789792,21.577747,0.0
1946,2520,260.2465329486308,65.5532515957921,22.247587,0.0
1950,2520,260.3136629076206,65.5501122569444,19.906055,0.0
1951,2520,260.0648366623599,65.55286936161303,21.765533,0.0
1953,2520,260.6502599482387,65.55377798874667,20.929071,0.0
1957,2520,260.3595152653018,65.55133882370926,19.641758,0.0
1959,2520,260.88271793112085,65.55382204840862,21.21041,0.0
1961,2520,260.04034613473675,65.53906835272196,14.387961,1.0
1980,2520,260.972958944001,65.55319627701353,19.854805,1.0
1992,2520,261.0158392162565,65.552099397998,18.544916,1.0
1999,2520,260.43882650660356,65.54734160401073,16.17522,1.0
2003,2520,260.7762748474567,65.5505164359304,17.924654,1.0
2008,2520,260.31030993295263,65.55492740697652,22.425158,0.0
2009,2520,261.18033150508734,65.55424917052846,22.031786,0.0
2048,2520,260.5796549815222,65.55514079802302,19.64555,1.0
2054,2520,260.91846558077833,65.55587078413252,21.614561,0.0
2058,2520,260.9410392304817,65.55073283742655,17.12387,1.0
2070,2520,260.48669823673606,65.5564522831621,21.982067,0.0
2097,2520,260.0845848754886,65.55631801547524,21.533997,0.0
2101,2520,261.0040134212518,65.55624077320822,20.253689,1.0
2106,2520,260.09823289920905,65.55665783749406,21.285568,1.0
2107,2520,260.48923052845555,65.55571628128394,20.21848,0.0
2112,2520,260.3591572468456,65.55626430440635,20.886847,0.0
2123,2520,260.5123737544761,65.55791280113628,22.122753,0.0
2125,2520,261.09623987429785,65.55715139781186,22.137367,0.0
2126,2520,260.8819668148065,65.55573359912489,19.441223,1.0
2144,2520,260.14027429747176,65.55771900182793,22.495314,0.0
2145,2520,260.8389351624585,65.55455559967419,17.309566,1.0
2154,2520,260.41691735160947,65.55862925066597,21.946081,0.036
2156,2520,261.163041460317,65.5578511825384,22.324123,1.0
2164,2520,260.1759273685699,65.55811630475849,21.038366,0.0
2175,2520,260.4831539053518,65.55891835384965,21.629013,0.0
2185,2520,260.15248883532826,65.5574618225695,19.227362,1.0
2189,2520,260.3558699310185,65.5589562959515,22.015276,0.0
2196,2520,260.3032788191868,65.55867493948048,20.216606,1.0
2208,2520,260.49812307488384,65.56005014415972,22.107716,1.0
2212,2520,260.9870957514802,65.55974044238737,22.23848,0.141
2214,2520,260.1298925558896,65.55571721774731,17.183289,1.0
2215,2520,261.0981556684969,65.55948064377884,21.793007,1.0
2226,2520,261.1882271837878,65.55692101975491,19.761353,0.0
2227,2520,260.0844707188499,65.55972715344659,21.576595,0.989
2230,2520,260.07842213713343,65.55912135764052,20.61856,1.0
2248,2520,260.04931655109874,65.56017550030003,21.650948,0.0
2250,2520,260.07052714281826,65.55948996130567,22.31995,0.0
2252,2520,260.3391901055938,65.55997234203892,19.530056,1.0
2258,2520,260.62659856135764,65.561509339259,21.334805,1.0
2265,2520,260.54223480601576,65.56159210871795,21.34484,1.0
2271,2520,261.13824048808243,65.55998410428147,21.832071,0.0
2278,2520,261.0558993874111,65.56134424385758,21.204235,1.0
2314,2520,260.7678237960056,65.5628014194112,22.179474,0.0
2328,2520,261.13795784499916,65.5621716832124,21.056566,1.0
2336,2520,260.2406836412356,65.5591641118096,17.39645,1.0
2343,2520,260.5499878135781,65.56329218699052,22.154339,1.0
2345,2520,261.1865456631671,65.56136651711968,20.53512,0.0
2348,2520,260.508303789307,65.5635131016712,21.287865,0.0
2350,2520,261.14709604315516,65.56270575895628,21.6771,1.0
2351,2520,260.8045462138129,65.5621290342397,19.413757,1.0
2354,2520,260.44369588141103,65.56361411889948,22.454138,0.997
2370,2520,260.17227149117895,65.5633307277797,22.231323,0.0
2373,2520,260.7873048373264,65.5638818710578,21.640348,1.0
2388,2520,261.1105022496893,65.56348126229219,21.286009,0.002
2394,2520,260.1819057811433,65.56390965750099,21.877277,0.82
2396,2520,260.7637804914374,65.56363748786879,19.840912,1.0
2399,2520,260.2155206135723,65.56408207481508,21.331625,0.0
2421,2520,260.1568534048699,65.56433579088743,22.12768,0.983
2428,2520,260.3180057436941,65.5648423836253,21.538307,1.0
2430,2520,260.9814550476748,65.56363750290647,19.739447,1.0
2432,2520,260.9014538992915,65.5648944598083,21.128101,0.0
2433,2520,260.4903089059487,65.56523452015982,21.902462,0.0
2435,2520,260.3925455957187,65.56304932286068,19.44513,1.0
2438,2520,260.4660952052768,65.56530821838463,22.272552,0.307
2457,2520,260.1239392291718,65.56516250493775,20.700062,0.998
2476,2520,260.9049308747045,65.56605557675996,22.009361,1.0
2483,2520,260.03604692334466,65.56545553860272,21.926243,0.0
2495,2520,261.17341353494527,65.5657616399887,20.955292,1.0
2496,2520,260.8318283861544,65.56669094482704,22.222033,0.0
2511,2520,260.2330384650517,65.562922506692,17.239706,1.0
2512,2520,260.90989608509364,65.56558054778108,20.555202,1.0
2515,2520,260.2746910795733,65.56675339776295,22.36508,0.0
2516,2520,260.38741579281435,65.56713504766404,22.018467,0.0
2517,2520,260.479513418964,65.565794929042,19.437614,1.0
2518,2520,261.08115578203973,65.56659091846707,21.751507,1.0
2519,2520,260.33067600347675,65.56720469411377,22.129131,0.995
2533,2520,261.0877838475065,65.56696135325215,22.2379,0.533
2539,2520,260.3958863020326,65.56766953697536,21.639275,1.0
2546,2520,260.37709345138757,65.56666849790625,20.275637,1.0
2551,2520,260.3139904097601,65.56774020267933,22.20756,0.0
2562,2520,260.9883101789247,65.56793515063501,21.932575,0.0
2568,2520,260.29937381049365,65.56823883212776,22.158876,0.116
2572,2520,261.0503212574743,65.55718446383264,15.042482,1.0
2577,2520,260.09115922506936,65.56640621090915,19.831799,0.998
2580,2520,260.35683424139233,65.56378423687616,16.790325,1.0
2584,2520,261.1964753103576,65.56774733414419,22.000744,0.0
2585,2520,260.5753988378046,65.56024396857703,17.38813,0.0
2586,2520,260.10953318089656,65.56461338723265,19.68405,1.0
2588,2520,260.0383089785803,65.56787135162709,22.295906,0.0
2592,2520,260.93652560947504,65.56826533571612,20.633982,1.0
2601,2520,260.281064873969,65.5686227604039,20.84715,0.0
2610,2520,261.1233708870266,65.56845410428824,22.368696,0.002
2612,2520,260.4645272732536,65.56932005622446,22.394266,0.0
2620,2520,261.15064935082523,65.56851618977156,22.220179,0.0
2627,2520,260.2723753683429,65.56825887778346,19.801243,1.0
2633,2520,260.6160895011321,65.5699446144626,21.872122,1.0
2650,2520,260.8743135071703,65.57018811552972,21.933006,1.0
2655,2520,260.98326384164056,65.57008222829896,21.390347,1.0
2656,2520,261.08276615614335,65.56291864986777,16.866047,1.0
2658,2520,260.3820989398514,65.56970532272933,20.771585,0.0
2661,2520,261.0864537144884,65.56986437952806,22.429722,1.0
2696,2520,260.9324511877113,65.5710358011671,21.790874,1.0
2698,2520,260.05207593708406,65.56905486491551,21.443718,0.0
2704,2520,260.74846454670563,65.57095210215034,20.076664,1.0
2709,2520,260.06215775704186,65.57091905640988,21.922237,0.444
2717,2520,260.8505674539607,65.57014335473387,18.756912,1.0
2719,2520,260.3121654994352,65.57176182463276,22.319952,0.997
2723,2520,261.118525058028,65.5708651998788,20.908083,0.0
2728,2520,260.13126322573197,65.56689973511628,16.52674,1.0
2732,2520,260.2374021016744,65.57189063946552,22.241056,0.0
2734,2520,260.41536169850417,65.57150514526623,20.199135,1.0
2761,2520,260.88803426204566,65.57292808586413,21.11351,1.0
2768,2520,260.976366457714,65.57283262488791,22.244137,0.999
2769,2520,261.1415574359373,65.57238978801534,21.917046,0.0
2770,2520,260.90494587151915,65.57234238444016,19.783669,1.0
2772,2520,260.8655717126594,65.57325673508831,20.57437,1.0
2773,2520,260.26113035044415,65.57177829227265,22.144047,0.0
2777,2520,261.0974281736106,65.57282958055033,22.016602,1.0
2778,2520,260.51844518585045,65.57355902711065,21.571253,0.0
2779,2520,260.11807897124135,65.57268720082665,21.30677,0.0
2792,2520,260.65631221149204,65.57356093112755,20.439064,1.0
2794,2520,261.0032087161749,65.56656287964739,15.881497,1.0
2802,2520,260.43088366216784,65.55787932119097,15.069468,1.0
2803,2520,260.0727832282132,65.56528934682254,15.989029,1.0
2804,2520,260.8176824449369,65.57421638720079,22.290535,0.0
2806,2520,260.8514455040853,65.57423318813738,21.66703,0.0
2811,2520,260.05558281178844,65.57354675359785,22.14537,0.0
2816,2520,260.8711393200075,65.57448348889304,21.819801,1.0
2817,2520,260.61775731477627,65.57473863737084,21.672968,1.0
2837,2520,261.10903877687645,65.57441526118008,22.395525,0.003
2844,2520,260.50253147056264,65.5753019163642,20.930285,1.0
2849,2520,260.59927908470297,65.57547227327859,22.263124,1.0
2858,2520,261.1461735354809,65.57473067743582,22.103634,0.0
2861,2520,260.9838393221261,65.57528333121984,21.400578,1.0
2870,2520,260.7786341309638,65.5757647519977,22.445192,0.0
2871,2520,260.4424313569727,65.57574585101838,22.14145,1.0
2876,2520,260.9286193414506,65.57565904628156,21.87318,0.0
2877,2520,260.34443539300537,65.57577274948282,21.701927,1.0
2883,2520,260.20955413979846,65.57561716787333,22.251877,0.003
2886,2520,261.1782401374021,65.57394786295849,19.768835,1.0
2890,2520,260.47701183662264,65.57622157200956,22.463913,0.0
2914,2520,260.2985709759527,65.57649876062465,21.27515,1.0
2916,2520,260.2460878013351,65.57587032724523,20.138283,1.0
2919,2520,260.93171221399825,65.57328032079937,18.718899,0.0
2923,2520,260.92417485141243,65.57670478811644,21.381182,0.0
2931,2520,260.51873437204506,65.57575048659277,19.849178,1.0
2933,2520,260.2269111706897,65.57453987665993,18.255846,1.0
2935,2520,260.42104302832837,65.57667013052868,20.51856,0.0
2944,2520,260.4881138552029,65.57490158142211,18.512087,1.0
2945,2520,260.87627651926357,65.5745750637746,19.487917,0.0
2955,2520,260.5444580792196,65.57766603720722,20.958712,1.0
2963,2520,260.203824622886,65.57627459867928,21.946247,0.992
2970,2520,260.91074011879545,65.5768203229681,19.666998,1.0
2989,2520,260.751358236391,65.57627042766555,21.06778,0.0
2998,2520,260.8852340069359,65.57849553575197,21.807579,0.013
2999,2520,260.59334529913724,65.57729968025639,19.647846,1.0
3005,2520,260.78042379227116,65.5777481251139,19.72837,1.0
3006,2520,260.9749580483756,65.5784306065673,22.21078,0.0
3007,2520,260.25146644031906,65.57833688138741,21.925583,0.0
3011,2520,260.4606416069933,65.57885070152042,21.095554,0.0
3013,2520,260.5823841431168,65.57257668421487,16.25753,1.0
3022,2520,260.88820366620763,65.57666171854298,18.623783,1.0
3027,2520,260.08255361513415,65.57835737260537,21.815752,0.0
3028,2520,260.1525533814721,65.57417036947534,16.676826,1.0
3037,2520,260.842375980539,65.57929670058076,20.791677,1.0
3040,2520,260.3294361889571,65.57873630790183,20.0988,1.0
3046,2520,260.0987893748938,65.57574663511512,18.650616,1.0
3052,2520,260.7475712909752,65.57981625534089,21.836914,1.0
3056,2520,260.9335634144562,65.55819389718174,13.73344,1.0
3057,2520,260.92155463799975,65.57983607588854,22.065601,0.0
3063,2520,260.55522758279903,65.5771741403304,19.354412,0.0
3066,2520,261.15208614101607,65.57945914144518,22.386463,0.976
3071,2520,260.3796743308862,65.5803923007186,22.443203,0.0
3076,2520,261.1023146701997,65.57838596133871,19.916994,0.0
3080,2520,261.1189993278427,65.5799792116777,22.213993,0.0
3088,2520,260.692537671908,65.58098002253143,21.571957,0.906
3095,2520,260.0562696654528,65.58009825224372,22.344969,0.775
3096,2520,261.190037814939,65.57485637841185,16.762161,1.0
3098,2520,260.53756361010494,65.58114994528282,22.33226,0.994
3101,2520,261.10921570955816,65.58045791351194,22.008022,0.0
3108,2520,260.61910601529473,65.57957956644566,20.064241,0.0
3112,2520,260.4958417214707,65.58064198762976,20.345083,1.0
3115,2520,260.20664395840316,65.57876205612874,18.403172,1.0
3125,2520,260.4440162287406,65.58169574019284,20.888464,1.0
3135,2520,260.8353450573194,65.58182291074586,22.42786,0.0
3154,2520,260.6328834235256,65.58266211630855,21.880394,1.0
3160,2520,260.71127550604996,65.5823238078234,21.714582,0.0
3166,2520,260.5160893457221,65.58041142216645,17.979492,1.0
3170,2520,260.953347038582,65.58177638285207,22.14095,0.0
3175,2520,260.09949127525334,65.58220314303898,22.472502,0.0
