TILE_ID,NUMBER,RA,DEC,OBJID_MoonObs,RA_MoonObs,DEC_MoonObs,separation_arcsec,MAG_AUTO_56,sglc_prob_star,Z
2520,17329,260.57459335471646,65.87709117241788,8732,260.57458303,65.87708376,0.030705596399586508,21.07543,0.0,0.949849251124733
2520,16390,260.7824076648199,65.9105853005432,6597,260.78240866,65.91059386,0.03084872216689042,22.384132,0.0,1.0389163273948143
2520,15188,260.6393438205848,65.93606188270141,7712,260.63935338,65.93605414,0.031206645592310043,22.352268,0.0,0.4411399528169754
2520,17851,260.4243691553929,65.86736164284869,3285,260.42437862,65.86735386,0.031290318346817676,18.842,0.0,1.1536351888343277
2520,10134,260.4038515131235,65.74500079165064,6654,260.40383848,65.74499386,0.03153093622241033,21.358126,1.0,0.5718045282776061
2520,23825,260.4092808785231,65.96386888196817,7831,260.4092648,65.96386305,0.031569573498560995,22.414206,1.0,0.3062580002130748
2520,11290,260.44950194728005,65.769579830271,6242,260.44951851,65.76957386,0.03256947948607453,22.26939,0.0,1.4330860366264169
2520,14360,260.690050193578,65.82988532745286,793,260.69003098,65.82988076,0.032748224062718836,20.695812,0.0,1.4200173209099691
2520,13715,261.0705016465444,65.81490146489759,8079,261.07052416,65.81490426,0.0346955756734514,19.458048,0.0,0.1498244056287767
2520,12539,260.53697329110037,65.7952929963796,7252,260.53695166,65.79529703,0.03507443024655359,21.082577,1.0,0.1019575312774994
2520,12482,260.39489237106494,65.79348514704103,3550,260.39486854,65.79348386,0.03548077681730675,21.862427,0.0,0.4194918808129913
2520,10644,261.0842276678348,65.75441525223769,7852,261.08420418,65.75441755,0.03569459070202194,20.48557,0.0,0.1397693846890649
2520,14935,261.143020819503,65.9409910779263,6886,261.14303769,65.9409983,0.035902911441944366,21.113525,0.0,0.0105950327615689
2520,10967,260.7979609958179,65.76229860653865,7657,260.7979385,65.76229386,0.03738038993954827,22.497602,0.0,0.2524744236283826
2520,13052,260.3413772062548,65.80491810813108,5382,260.34139855,65.80492386,0.03768924301994488,21.492764,0.0,1.0006967970219778
2520,15164,260.7179995366727,65.93725489698409,4114,260.71798714,65.93724563,0.03800102817835001,20.930336,0.0,0.147169452122523
2520,9218,260.59742675030617,65.7271570828824,7692,260.59741818,65.7271672,0.0385667895797913,20.715906,0.0,0.6337135331117907
2520,12673,260.6421702714952,65.79786566653843,1611,260.64219573,65.79786852,0.038951759890519036,22.292368,0.0,1.3808953842892246
2520,23653,260.84008203175785,65.96668850965453,3701,260.84005873,65.96669386,0.03921973107871361,21.75171,0.0,0.5581265809903005
2520,13303,261.13427632198176,65.80847263810548,3257,261.13426609,65.80846257,0.03926270673808083,20.49534,0.0,1.289631069863336
2520,13905,260.94045770012167,65.82236285386129,3173,260.94045857,65.82237386,0.03964285280055708,21.613392,0.002,1.1969138939265904
2520,18633,260.3631548729697,65.85262289916115,5088,260.3631586,65.85263386,0.03983894321020244,20.092112,0.0,0.519625396053232
2520,18645,261.15167592908466,65.85164623958265,7928,261.15168573,65.85163584,0.040124726412329885,20.790693,0.0,0.9655732934549808
2520,13517,260.56271181993185,65.81089594545719,3906,260.56273855,65.81089386,0.04013787393517982,19.389315,0.0,0.6776994994884331
2520,18403,260.8223532006046,65.87367855843162,6584,260.82232862,65.87368386,0.04089688324945584,21.995266,1.0,1.183090584775339
2520,13493,261.0814181445618,65.81312249250671,1637,261.08141856,65.81313386,0.04092756310592008,21.58163,0.0,1.100842626557395
2520,13181,260.425976299931,65.80461356357553,1832,260.42598855,65.80462386,0.04123903820206041,21.278172,0.0,1.263237061036541
2520,18277,260.97024707464936,65.85776293935817,1968,260.97023861,65.85777386,0.04124260563640087,18.517124,0.0,0.4008321488882396
2520,16474,260.99353848943036,65.90815583041835,7057,260.99355866,65.90816386,0.04140265109743437,21.33565,0.0,0.995181307523225
2520,16024,260.79754701647613,65.91799346294108,7867,260.79751867,65.91799386,0.0416642975938283,22.390991,0.0,0.3041321847391355
2520,18592,260.43028702946646,65.90277006585843,8193,260.43026916,65.90276102,0.041837069658860165,21.940432,0.0,0.8370996850907049
2520,15777,261.1685784150184,65.92224208053518,1245,261.16858428,65.92223066,0.042006614337310275,21.192528,0.0,0.7536350610104472
2520,16672,260.9368795120622,65.90121573129147,9000,260.93685865,65.90122386,0.04238773442044857,22.08984,0.0,0.4726984874117498
2520,8555,260.76337898896804,65.71513499903301,2761,260.76339845,65.71514386,0.04298612026694721,20.927464,0.0,0.86546341333193
2520,17093,260.83453032837764,65.8807832309484,1230,260.83450161,65.88078061,0.04328818971919331,22.340557,0.999,0.9599822531929462
2520,10017,260.3669675863115,65.74275180897794,6574,260.36696848,65.74276386,0.04340380981092231,22.308079,1.0,0.656865941608571
2520,18574,260.36841446097554,65.8534164742098,3022,260.3684386,65.85342386,0.04439222014533436,19.396091,0.0,0.2761514452557745
2520,15743,260.920678581866,65.92322615825299,8663,260.92064868,65.92322386,0.044688187501670515,21.246193,0.0,0.996099557522226
2520,14795,260.70809920379196,65.94488537098114,9561,260.7080687,65.94488386,0.045091017227129625,22.10112,0.0,0.5150612399673382
2520,12062,260.3314568719294,65.78083486361805,9590,260.33147852,65.78084386,0.04550843623399914,18.124264,0.0,0.8269634870893547
2520,8313,260.4305394102773,65.7102766369095,1359,260.43053844,65.71026386,0.046019310868622695,21.950623,0.0,1.4337702951929272
2520,18590,260.71488129250326,65.85107554255862,76,260.7148686,65.85106386,0.04602449916710267,19.41856,0.0,0.1775974044631538
2520,7395,260.9028892871873,65.69044867305361,1896,260.90291842,65.69044386,0.04652190228180786,22.064161,0.0,1.182790337484154
2520,23551,260.65078993118703,65.96904626514697,3575,260.65075873,65.96904386,0.046554109428973735,22.47516,0.952,0.0407471812707012
2520,18846,260.5193763307016,65.84918454257047,1136,260.5194086,65.84918386,0.047593043476939344,21.996262,0.0,0.751021539737145
2520,16269,260.7234191205292,65.91148874127765,7579,260.72338867,65.91149386,0.048388077427343044,20.152798,0.0,0.5855480640696286
2520,22950,260.84802137092373,65.9828666464954,8560,260.84799038,65.98286198,0.04841690331715553,20.88032,0.0,0.8430607131580812
2520,11955,261.07232605602024,65.78012620048334,9606,261.07235852,65.78012386,0.048679546800203616,20.521492,0.0,0.5644286820589126
2520,8606,260.90216049830525,65.71482142647191,6184,260.90216073,65.7148079,0.04869650721798666,18.641031,1.0,1.1203540341451252
2520,10726,260.7145337177532,65.75337343239606,7575,260.71451975,65.7533858,0.049078987291685215,19.841581,0.0,0.9925970445156692
2520,17690,260.38116173163195,65.86976662326578,5507,260.38112862,65.86976386,0.04973615091180417,20.770382,0.0,0.9548539549487064
2520,17449,260.5501964261953,65.89669227610483,4083,260.55016865,65.89668386,0.05084826454106632,21.294777,0.0,1.1257205912874182
2520,14035,260.8517375098516,65.82500155921754,6402,260.85170857,65.82499386,0.05087835955094037,21.838722,0.0,0.992269386666876
2520,14042,260.9352346113255,65.82133330525319,3534,260.93520857,65.82132386,0.051289378115277555,21.509949,0.0,1.249217633389714
2520,23361,260.64436548446014,65.97343704593,55,260.64437874,65.97342386,0.05129182019587575,18.60767,0.0,0.0799484089881217
2520,8578,260.6064534738264,65.7108669677562,815,260.60643586,65.71087944,0.05192632528771561,18.54352,0.0,0.6238763330217368
2520,18153,260.2520917878488,65.86149731616457,8852,260.25210058,65.86151132,0.0520489524254901,19.783497,0.0,0.9429946629154808
2520,7087,260.4268126348712,65.68265915851329,6059,260.42683158,65.68267144,0.05237932076013984,22.03071,0.0,0.718485923646281
2520,19835,260.5544259348402,65.8923666191626,6990,260.55440865,65.89235386,0.05249588351425586,22.059814,0.0,0.3338088572686646
2520,7770,260.8717779353993,65.69919738290555,563,260.87177001,65.69918316,0.0525314560856723,21.820755,1.0,0.396142824305598
2520,18002,260.8026136756241,65.86625660663995,465,260.80257862,65.86625386,0.0525381061244677,19.67995,1.0,1.321192302267036
2520,11332,261.05374041718596,65.76968736602655,905,261.05370851,65.76969386,0.0526200909925177,21.791374,0.0,0.0843447367793089
2520,23905,260.8624646235822,65.9627038511113,9894,260.86242872,65.96270386,0.05264874952738433,20.996628,0.0,0.0858928003756503
2520,9308,260.79265275985796,65.73029428848538,3701,260.79268219,65.73028597,0.052851190172249825,21.716133,0.994,0.9260131639709028
2520,8214,260.6692318448382,65.70857473393693,4570,260.6691968,65.70857187,0.05291420095726926,21.955498,0.0,0.3191765315338836
2520,17965,260.54299911362114,65.86426229930318,4107,260.54302861,65.86425386,0.052993553330905024,20.299667,0.0,0.6423393515106849
2520,14777,260.5466711573531,65.94493689021783,2548,260.5466887,65.94492386,0.05350794105607475,21.141342,1.0,1.423149574470494
2520,18151,260.48379434865876,65.86289539466704,7692,260.48383021,65.86289278,0.053624693281509574,20.681107,0.0,0.701987406012093
2520,7624,260.5946446333008,65.69643514650488,922,260.59466843,65.69642386,0.05379661455090818,22.33649,0.0,1.4885336149693815
2520,17364,260.94330552298726,65.87764898542792,118,260.94329863,65.87766386,0.054500335527665665,21.042788,0.0,0.7127277722469573
2520,16396,260.88312329831365,65.91217802132714,590,260.88308867,65.91218386,0.05504986264122899,22.126518,1.0,0.760825356304872
2520,16453,260.6379461308112,65.90912458324942,8198,260.63790866,65.90912386,0.05512362060080457,21.817749,1.0,0.122245794302835
2520,14400,260.54712060736404,65.82967855907124,1551,260.54711858,65.82969386,0.055164346669771595,19.840168,0.0,0.3052076073188385
2520,10211,260.42979242236555,65.74660932339516,2985,260.42977848,65.74662386,0.056246822982281015,21.295124,0.0,1.2392061910193153
2520,17139,260.8759861247713,65.87998055397117,3198,260.87594863,65.87998386,0.05642936277890044,21.315006,0.0,1.0663733629545693
2520,13043,261.10105095731797,65.80079054442979,7059,261.10102646,65.80077845,0.05659116993848323,20.118376,0.0,1.032332234871992
2520,10600,260.42495979989957,65.75427807772836,4098,260.42495849,65.75429386,0.056849169093539556,22.078484,0.0,1.1372608702080131
2520,14732,260.9314215059409,65.97648826368837,3045,260.93139228,65.97647781,0.057017364289236025,20.219475,0.0,0.5140338292048423
2520,11940,260.38565361658596,65.78289169132371,4192,260.38567852,65.78290386,0.05719676965162614,22.02064,0.0,0.2954686431152634
2520,7465,260.6327702597866,65.68948630615277,3819,260.63280842,65.68948386,0.05723697815574512,18.320766,0.0,1.068545501959075
2520,22977,260.9267818504485,65.98222268914871,6999,260.92680607,65.98220994,0.05801675844261024,21.83902,0.0,0.918926464647868
2520,13547,260.4321551976342,65.81412001564797,5396,260.43215856,65.81410386,0.05837137968464745,21.43302,0.0,1.3952916411513587
2520,14388,260.682862368819,65.83213522859566,1532,260.68282858,65.83214386,0.058699604377266894,21.393692,0.0,0.4717565150237538
2520,11311,260.560632314361,65.77003098997366,3778,260.56066851,65.77002386,0.05931795965465885,22.059788,0.986,0.8708147732379159
2520,15039,260.5368354126119,65.94707737066861,407,260.53685871,65.94706386,0.059449484902845864,21.787878,0.0,1.4719115505193716
2520,13821,260.3588344964283,65.81972743069079,1261,260.35882856,65.81974386,0.05978980587933554,20.388552,0.0,0.3212445046867703
2520,12219,260.7849474530143,65.7887076557597,5467,260.78493853,65.78872386,0.05980425286062667,22.261591,0.0,0.6691809636108714
2520,7056,260.87375235550286,65.6805372270748,2416,260.87374841,65.68055386,0.0601635662788684,20.509254,0.0,1.1481427517369511
2520,12994,260.9910902055171,65.80257861920089,6710,260.99106998,65.8025641,0.06018921999593165,21.942602,0.0,1.4062529866717235
2520,23383,260.8327995905994,65.97181199068639,6894,260.83275873,65.97181386,0.060273169024112595,22.149231,0.019,0.3248001824531114
2520,12974,260.80228891051735,65.8035570170156,7449,260.80224855,65.80355386,0.06062751100550422,22.219854,0.0,1.0385943139133489
2520,16737,260.7157286253684,65.88586547658768,8871,260.71575864,65.88585386,0.060808858248483144,22.047276,0.0,1.0125672194141204
2520,9046,260.8679558395883,65.72380090015709,4831,260.86791846,65.72379386,0.060854045144739966,20.554161,0.0,0.0795804475585259
2520,17520,261.10083944865335,65.90409131935237,1653,261.10084844,65.90410785,0.06095996791758998,21.859243,0.0,0.9788000060035842
2520,10578,260.7523083569693,65.75424859390621,4147,260.75234849,65.75424386,0.06172952396031115,22.111488,1.0,1.2662370726629273
2520,23885,261.07168461599093,65.96240080935475,1746,261.07172634,65.96240316,0.061766924864206284,20.248735,0.0,0.0059638396162253
2520,14521,260.43590662057494,65.8342650553845,9937,260.43593858,65.83425386,0.06199048071197485,21.770025,0.0,0.7083301539206298
2520,17018,260.81991282645305,65.89774634255173,2897,260.81987149,65.89775039,0.06249192220092309,20.010078,0.0,0.7693349832189473
2520,17863,260.419186556206,65.86771554977119,3027,260.41921862,65.86770386,0.06323097372128583,20.772038,0.0,0.4734163837152456
2520,12430,260.6898889136772,65.79253675125821,8607,260.68987853,65.79255386,0.0634700931201866,22.026716,0.0,0.3840501843526351
2520,16096,260.3498123619295,65.92087665917602,7395,260.34977335,65.92088446,0.06381214436554597,20.8594,0.0,0.1703990185597433
2520,9735,260.58041979453566,65.73814579015145,9994,260.58038127,65.73813726,0.06473527758216271,22.247198,0.007,0.7512547316194459
2520,18702,260.9771313414976,65.89737843907801,5707,260.97710865,65.89739386,0.0647674157950759,22.31697,0.0,0.1683526559829973
2520,19502,260.79971034420697,65.83731489188547,1768,260.79973442,65.83732997,0.06484687231724845,19.18352,0.0,0.7047917087119078
2520,16067,260.3676940093837,65.91651570008632,8028,260.36773867,65.91651386,0.06594191062932304,21.74614,0.0,1.3048550182523453
2520,23704,260.6767534699912,65.93501243621114,5161,260.67678869,65.93502386,0.0660639550865645,22.338606,0.0,0.6625878396140408
2520,12352,261.13997349424034,65.78877492005496,451,261.13993105,65.78876882,0.06639979763855894,20.36051,0.0,0.137954808548641
2520,8918,261.00561091484144,65.72206369793273,7055,261.00564846,65.72207386,0.06653423962859627,21.84828,0.0,0.744816140728174
2520,17071,260.54624452083533,65.89811811785701,5642,260.54628865,65.89811386,0.06666045375629374,21.193434,0.0,1.081702680322486
2520,14969,260.6664915399993,65.94107006811402,9603,260.6664687,65.94105386,0.06729243600200116,22.416132,0.199,0.3433870556392486
2520,17933,260.3153259777742,65.86654069531136,7605,260.31536862,65.86653386,0.0674167157791435,20.633238,0.0,0.3293533907726557
2520,18983,260.9913635253434,65.84674174102322,7487,260.99132859,65.84675386,0.06746623363754682,21.800407,0.0,1.0815249331307777
2520,17000,260.80415379414274,65.88222051106385,3968,260.80410863,65.88222386,0.06752191551155085,21.938047,0.0,0.7936783037111007
2520,11055,260.9416598688131,65.76438458185584,7294,260.94168069,65.76436786,0.06760621709824366,22.26154,0.0,0.7803282864585803
2520,13781,260.4697945196534,65.81989782932993,2148,260.46981856,65.81991386,0.06772854724295924,21.950262,0.996,0.3848902714660598
2520,16420,260.33242780311366,65.90872884083996,886,260.33238906,65.90873924,0.06813842120481445,21.237936,0.0,0.2015530123693074
2520,15369,260.49120738526267,65.93082797243456,3694,260.49123869,65.93081386,0.068510266654041,20.228079,0.0,0.4515683599827681
2520,17687,260.9675833805495,65.8730064451474,156,260.96761862,65.87299386,0.06886034036314233,22.492905,0.0,0.3671001204087697
2520,16952,260.3259794927465,65.8842033223098,8884,260.32601864,65.88421386,0.06895467121847952,21.022953,0.0,0.5814535474286373
2520,18400,260.80226593645824,65.85770593378243,6121,260.80224861,65.85772386,0.06939405537275757,22.347757,0.0,1.042514129867047
2520,13028,260.6814837256042,65.8048101507027,8267,260.68145855,65.80479386,0.06942037054769362,22.256498,0.0,1.461013417692299
2520,16187,260.39156879709606,65.91338882138014,5895,260.39159867,65.91337386,0.06947898980570685,22.11903,1.0,0.3143772893965545
2520,17736,260.73365186602615,65.86975194068616,8157,260.73366862,65.86973386,0.06960422959427306,22.112387,0.0,0.2813733174224518
2520,10670,260.51283189213666,65.75592994264727,2916,260.51287849,65.75592386,0.07228000349622457,22.25277,0.0,0.2468494874267416
2520,18100,260.467725057368,65.8630545771359,1647,260.46776861,65.86306386,0.07230084254147161,21.61267,0.0,1.4210762541236954
2520,17184,260.5009278405189,65.89738211401014,3703,260.50094865,65.89736386,0.07248662005020144,22.073328,0.0,1.2702843503606085
2520,12366,260.43266188048096,65.79132024586943,2755,260.43270853,65.79131386,0.07260086245388594,22.229809,0.999,0.0666608263614914
2520,19752,261.0034765221892,65.89196712175591,5496,261.00344864,65.89198386,0.07288302635119798,21.658543,0.0,0.080765604214645
2520,11307,260.7914541192231,65.7697727248151,5057,260.79149851,65.76976386,0.0729376728377562,22.000042,0.0,1.222282042512899
2520,18233,260.9106253351587,65.90511113915224,4597,260.91062325,65.90513164,0.07386664969848386,21.465727,0.0,1.2026648749184776
2520,16802,260.53395974759366,65.88523251550268,4480,260.53393864,65.88521386,0.07398840283836398,21.812613,0.0,0.966091447407036
2520,16745,260.5820544590826,65.90037155078528,4426,260.58202865,65.90035386,0.07413059645975863,20.972733,0.0,0.8539294888889053
2520,12928,260.41605033571517,65.80278658024778,5448,260.41607855,65.80280386,0.0748528108502266,22.492579,0.0,1.0902740806604028
2520,15926,260.42375589391236,65.92338192862155,9907,260.42370868,65.92337386,0.07517882838868443,21.996647,0.0,0.3328804707137835
2520,17595,260.3294174607863,65.87237304991343,5646,260.32946862,65.87237386,0.07534103282470365,20.928799,0.0,1.1786613124184355
2520,13673,261.03511914112073,65.81701467818192,8922,261.03512856,65.81699386,0.07622182461469004,22.1027,0.0,1.152005104064027
2520,15618,260.5461043689821,65.92548241460266,3172,260.54609815,65.92546138,0.0762733086806447,19.731087,0.0,0.9715634424186936
2520,14466,260.3172114608941,65.83206494558785,5428,260.31725858,65.83207386,0.07650445886369961,20.018578,0.0,0.1525821707652553
2520,17039,261.0170518577555,65.89833481958343,6938,261.01702865,65.89835386,0.07656683409407426,20.029484,0.0,0.2747389012590892
2520,12234,260.861006813735,65.78810805388902,7377,260.86095993,65.78811746,0.07705810907999482,20.537376,1.0,0.1409772537132982
2520,18412,260.6274577566858,65.85719592986226,9590,260.62740861,65.85720386,0.07779342958427554,21.605827,0.0,0.4438422726439295
2520,12469,260.41480242201857,65.7925744824212,6435,260.41481853,65.79255386,0.07795554414377147,21.29924,0.0,0.9108509292257392
2520,12450,260.9285390379272,65.79263365824161,8058,260.92857924,65.79261949,0.07825152725972179,22.374336,0.0,0.936615498774875
2520,17695,260.4758585056403,65.87081633197832,8859,260.47581132,65.87082714,0.07959901587720072,20.266155,0.0,1.348540926334364
2520,23293,261.12942803775536,65.97261840973863,9754,261.1293797,65.97260823,0.07977083057448273,20.902065,0.0,0.9054079797487288
2520,9241,260.4387359147167,65.72867574828662,1477,260.43869814,65.72869216,0.08133536328840665,21.533588,0.0,0.6045852150046043
2520,14760,260.83123169004875,65.97639064210462,5600,260.83117874,65.97638386,0.08135414314895471,21.564402,0.0,1.080478519914211
2520,23968,260.86677981518113,65.96134504024332,4965,260.86672872,65.96135386,0.08137918804905922,22.44094,0.0,1.1981866235649592
2520,11308,261.10966827749036,65.76907664760184,7693,261.10967643,65.76905421,0.08166853147874753,21.198889,0.0,0.6188728697429347
2520,7917,260.6911337240235,65.6995194113976,4998,260.69112979,65.69949667,0.08207622029143555,20.40801,0.0,1.1779160639411173
2520,14222,260.31876340993716,65.82819995276212,5960,260.31881857,65.82820386,0.08251947533010545,20.68808,0.0,1.4122457821388144
2520,17658,261.13879525353656,65.86964542976169,1295,261.13873943,65.86964302,0.08261394499222612,20.372461,0.0,0.8167473576843359
2520,15785,260.99997828445356,65.92245744910012,158,260.99993868,65.92247386,0.08290819165302553,21.004549,0.0,0.6019481561643164
2520,12305,260.67950726714935,65.79037437594698,7375,260.67955853,65.79038386,0.08302337258610089,22.424818,0.0,0.6047454381866155
2520,11661,260.56670080990045,65.77699096904996,9310,260.56673852,65.77697386,0.08304257293812223,21.985207,1.0,1.4775348900411935
2520,7029,260.52199370830067,65.68093014385843,112,260.52193841,65.68093386,0.08306650854575039,20.914492,0.0,1.4856191436612334
2520,12905,260.7892335615498,65.80243249560075,7718,260.78918264,65.80242256,0.08321798406697163,22.007915,0.0,1.465988395613666
2520,13752,260.8386370130422,65.81922187811546,1561,260.83858856,65.81923386,0.08346072884955841,21.323137,0.0,0.3025431529937991
2520,22908,261.02619109604615,65.97931822115878,4197,261.02618652,65.97929496,0.08400824777594453,22.4335,0.0,0.973576882810058
2520,19031,261.12204322139917,65.84512568330895,3230,261.1220545,65.84514862,0.08422710299139775,21.872013,0.0,0.6821854621548479
2520,18352,260.2084957520998,65.90428904549205,2030,260.20844182,65.90428073,0.08473080021217222,21.150475,0.0,0.6086291711012116
